epoch, wall, LR,training_loss_e,training_loss,training_e/N_mae,validation_loss_e,validation_loss,validation_e/N_mae
       845, 46531.210,   0.0025,        1.198e-07,        1.198e-07,     4.47e-06,       1.5505e-07,       1.5505e-07,     4.36e-06
       846, 46586.337,   0.0025,       1.2359e-07,       1.2359e-07,     4.41e-06,        1.479e-07,        1.479e-07,     4.15e-06
       847, 46641.417,   0.0025,        9.693e-08,        9.693e-08,     3.82e-06,       1.4335e-07,       1.4335e-07,     4.34e-06
       848, 46696.440,   0.0025,       1.1216e-07,       1.1216e-07,     4.31e-06,       1.4166e-07,       1.4166e-07,     4.26e-06
       849, 46751.546,   0.0025,       1.1022e-07,       1.1022e-07,     4.23e-06,       1.4865e-07,       1.4865e-07,     4.31e-06
       850, 46806.743,   0.0025,       5.7539e-08,       5.7539e-08,     3.12e-06,       1.4766e-07,       1.4766e-07,      4.3e-06
       851, 46861.954,   0.0025,       1.1104e-07,       1.1104e-07,     4.32e-06,       1.4736e-07,       1.4736e-07,     4.25e-06
       852, 46917.055,   0.0025,       1.3932e-07,       1.3932e-07,     4.57e-06,       1.4291e-07,       1.4291e-07,     4.18e-06
       853, 46971.913,   0.0025,       7.7431e-07,       7.7431e-07,     1.08e-05,       1.5159e-07,       1.5159e-07,      4.5e-06
       854, 47027.193,   0.0025,       9.1643e-07,       9.1643e-07,     1.23e-05,       1.4849e-07,       1.4849e-07,     4.53e-06
       855, 47082.347,   0.0025,       6.9467e-07,       6.9467e-07,     1.05e-05,       1.4767e-07,       1.4767e-07,     4.54e-06
       856, 47137.594,   0.0025,       2.0155e-07,       2.0155e-07,     5.78e-06,       1.4798e-07,       1.4798e-07,     4.56e-06
       857, 47192.733,   0.0025,       1.0082e-07,       1.0082e-07,      4.1e-06,        1.468e-07,        1.468e-07,     4.39e-06
       858, 47247.463,   0.0025,       1.6775e-07,       1.6775e-07,     5.24e-06,       1.4684e-07,       1.4684e-07,     4.34e-06
       859, 47302.639,   0.0025,       1.3532e-07,       1.3532e-07,     4.46e-06,       1.4837e-07,       1.4837e-07,     4.36e-06
       860, 47357.722,   0.0025,       5.9881e-07,       5.9881e-07,     9.45e-06,       1.5374e-07,       1.5374e-07,      4.5e-06
       861, 47412.751,   0.0025,        3.527e-07,        3.527e-07,     7.19e-06,       1.5488e-07,       1.5488e-07,      4.3e-06
       862, 47467.930,   0.0025,       1.5808e-07,       1.5808e-07,     5.15e-06,       1.4992e-07,       1.4992e-07,      4.3e-06
       863, 47522.944,   0.0025,       1.5586e-07,       1.5586e-07,     5.19e-06,        1.439e-07,        1.439e-07,     4.24e-06
       864, 47577.941,   0.0025,        1.549e-07,        1.549e-07,        5e-06,       1.4783e-07,       1.4783e-07,     4.27e-06
       865, 47632.919,   0.0025,       1.2082e-07,       1.2082e-07,     4.39e-06,       1.4719e-07,       1.4719e-07,     4.34e-06
       866, 47688.024,   0.0025,       1.0081e-07,       1.0081e-07,     4.13e-06,       1.4064e-07,       1.4064e-07,     4.13e-06
       867, 47743.130,   0.0025,         9.39e-08,         9.39e-08,     4.01e-06,       1.3744e-07,       1.3744e-07,     4.26e-06
       868, 47798.223,   0.0025,        1.931e-07,        1.931e-07,     4.79e-06,       1.3692e-07,       1.3692e-07,     4.27e-06
       869, 47853.377,   0.0025,       2.5497e-07,       2.5497e-07,     6.21e-06,       1.3804e-07,       1.3804e-07,      4.2e-06
       870, 47908.452,   0.0025,        1.108e-07,        1.108e-07,     4.38e-06,       1.4103e-07,       1.4103e-07,     4.27e-06
       871, 47963.621,   0.0025,       8.8029e-08,       8.8029e-08,     3.93e-06,       1.4114e-07,       1.4114e-07,     4.29e-06
       872, 48018.611,   0.0025,       1.0703e-07,       1.0703e-07,     4.25e-06,       1.3213e-07,       1.3213e-07,     4.14e-06
       873, 48073.674,   0.0025,       1.0428e-07,       1.0428e-07,     4.07e-06,       1.3839e-07,       1.3839e-07,     4.09e-06
       874, 48128.657,   0.0025,        9.489e-08,        9.489e-08,     4.02e-06,       1.3623e-07,       1.3623e-07,     4.02e-06
       875, 48183.753,   0.0025,       1.4731e-07,       1.4731e-07,     4.83e-06,       1.2837e-07,       1.2837e-07,     4.02e-06
       876, 48238.850,   0.0025,       2.5147e-07,       2.5147e-07,      6.2e-06,       1.3653e-07,       1.3653e-07,     4.24e-06
       877, 48293.955,   0.0025,       2.1363e-07,       2.1363e-07,      6.1e-06,       1.3004e-07,       1.3004e-07,     4.02e-06
       878, 48349.227,   0.0025,       2.6123e-07,       2.6123e-07,     6.49e-06,       1.3088e-07,       1.3088e-07,     4.16e-06
       879, 48404.021,   0.0025,       1.8589e-07,       1.8589e-07,     5.41e-06,       1.3028e-07,       1.3028e-07,     3.98e-06
       880, 48459.192,   0.0025,       1.4445e-07,       1.4445e-07,     4.74e-06,        1.306e-07,        1.306e-07,     4.12e-06
       881, 48514.341,   0.0025,       3.0477e-07,       3.0477e-07,     6.92e-06,       1.4214e-07,       1.4214e-07,     4.25e-06
       882, 48569.313,   0.0025,       6.6169e-07,       6.6169e-07,     9.68e-06,       1.4145e-07,       1.4145e-07,     4.41e-06
       883, 48624.482,   0.0025,       3.5077e-06,       3.5077e-06,     2.27e-05,        1.894e-07,        1.894e-07,     5.38e-06
       884, 48679.531,   0.0025,       3.8008e-07,       3.8008e-07,      7.9e-06,       2.1164e-07,       2.1164e-07,     5.42e-06
       885, 48734.632,   0.0025,       1.9335e-07,       1.9335e-07,     5.63e-06,       2.0698e-07,       2.0698e-07,     5.15e-06
       886, 48789.714,   0.0025,       1.2645e-07,       1.2645e-07,     4.55e-06,       1.8074e-07,       1.8074e-07,     4.79e-06
       887, 48844.963,   0.0025,       1.0097e-07,       1.0097e-07,     4.01e-06,       1.7758e-07,       1.7758e-07,     4.85e-06
       888, 48899.930,   0.0025,       1.9428e-07,       1.9428e-07,     5.28e-06,       1.6906e-07,       1.6906e-07,     4.42e-06
       889, 48954.923,   0.0025,       2.1456e-07,       2.1456e-07,     5.78e-06,       1.5935e-07,       1.5935e-07,     4.51e-06
       890, 49010.014,   0.0025,        1.075e-07,        1.075e-07,     4.21e-06,       1.4368e-07,       1.4368e-07,     4.37e-06
       891, 49065.142,   0.0025,       1.1404e-07,       1.1404e-07,     4.28e-06,       1.4032e-07,       1.4032e-07,     4.28e-06
       892, 49120.293,   0.0025,       7.4564e-08,       7.4564e-08,     3.48e-06,       1.3741e-07,       1.3741e-07,     4.11e-06
       893, 49175.432,   0.0025,       8.4918e-08,       8.4918e-08,      3.8e-06,       1.3512e-07,       1.3512e-07,     4.18e-06
       894, 49230.297,   0.0025,       9.8471e-08,       9.8471e-08,     3.83e-06,       1.3647e-07,       1.3647e-07,     4.25e-06
       895, 49285.380,   0.0025,       2.7721e-07,       2.7721e-07,     6.23e-06,       1.3631e-07,       1.3631e-07,     4.26e-06
       896, 49340.552,   0.0025,       5.7024e-07,       5.7024e-07,     9.51e-06,       1.4795e-07,       1.4795e-07,     4.35e-06
       897, 49395.506,   0.0025,       6.2543e-07,       6.2543e-07,     9.92e-06,       1.3484e-07,       1.3484e-07,     4.07e-06
       898, 49450.736,   0.0025,       1.8761e-07,       1.8761e-07,     5.57e-06,       1.4237e-07,       1.4237e-07,     4.18e-06
       899, 49505.713,   0.0025,       5.9828e-07,       5.9828e-07,     9.63e-06,       1.3642e-07,       1.3642e-07,     4.12e-06
       900, 49560.798,   0.0025,       5.7179e-07,       5.7179e-07,     9.81e-06,       1.3073e-07,       1.3073e-07,     4.34e-06
       901, 49616.048,   0.0025,       3.3626e-07,       3.3626e-07,     7.26e-06,       1.3513e-07,       1.3513e-07,     4.39e-06
       902, 49670.999,   0.0025,       1.3507e-07,       1.3507e-07,     4.66e-06,       1.3985e-07,       1.3985e-07,     4.37e-06
       903, 49726.038,   0.0025,       9.8369e-08,       9.8369e-08,     4.07e-06,       1.4069e-07,       1.4069e-07,     4.37e-06
       904, 49780.999,   0.0025,       9.5756e-08,       9.5756e-08,     4.05e-06,       1.2501e-07,       1.2501e-07,     3.98e-06
       905, 49835.832,   0.0025,       8.1065e-08,       8.1065e-08,     3.63e-06,       1.3675e-07,       1.3675e-07,      4.1e-06
       906, 49890.871,   0.0025,       2.4284e-07,       2.4284e-07,     6.18e-06,       1.3653e-07,       1.3653e-07,     4.07e-06
       907, 49946.073,   0.0025,       8.3355e-08,       8.3355e-08,     3.64e-06,       1.3071e-07,       1.3071e-07,     4.07e-06
       908, 50001.329,   0.0025,       1.1776e-07,       1.1776e-07,     4.37e-06,       1.3594e-07,       1.3594e-07,     4.07e-06
       909, 50056.274,   0.0025,       1.0727e-07,       1.0727e-07,     4.25e-06,       1.3129e-07,       1.3129e-07,     4.07e-06
       910, 50111.172,   0.0025,       1.0938e-07,       1.0938e-07,     4.29e-06,       1.2976e-07,       1.2976e-07,     3.81e-06
       911, 50166.301,   0.0025,       1.2655e-07,       1.2655e-07,     4.53e-06,       1.3051e-07,       1.3051e-07,     3.89e-06
       912, 50221.434,   0.0025,       1.3198e-07,       1.3198e-07,      4.7e-06,       1.2968e-07,       1.2968e-07,     3.99e-06
       913, 50276.697,   0.0025,       7.2377e-08,       7.2377e-08,     3.54e-06,       1.2719e-07,       1.2719e-07,     4.02e-06
       914, 50331.679,   0.0025,       8.1924e-08,       8.1924e-08,     3.79e-06,       1.3361e-07,       1.3361e-07,     4.08e-06
       915, 50386.618,   0.0025,       8.7736e-08,       8.7736e-08,      3.8e-06,       1.3302e-07,       1.3302e-07,     4.04e-06
       916, 50441.767,   0.0025,       8.4522e-08,       8.4522e-08,     3.65e-06,       1.3478e-07,       1.3478e-07,     4.02e-06
       917, 50496.815,   0.0025,        1.024e-07,        1.024e-07,     4.16e-06,       1.2096e-07,       1.2096e-07,     3.77e-06
       918, 50551.922,   0.0025,       1.1654e-07,       1.1654e-07,     4.14e-06,       1.2484e-07,       1.2484e-07,     3.94e-06
       919, 50607.015,   0.0025,       2.2566e-07,       2.2566e-07,     6.05e-06,       1.2072e-07,       1.2072e-07,      3.9e-06
       920, 50661.878,   0.0025,       3.6066e-07,       3.6066e-07,     7.84e-06,       1.2759e-07,       1.2759e-07,        4e-06
       921, 50717.062,   0.0025,       3.2211e-07,       3.2211e-07,     7.11e-06,       1.3224e-07,       1.3224e-07,     4.14e-06
       922, 50772.316,   0.0025,       3.0474e-07,       3.0474e-07,     6.81e-06,       1.3321e-07,       1.3321e-07,     4.11e-06
       923, 50827.418,   0.0025,       2.1078e-07,       2.1078e-07,     5.46e-06,       1.3408e-07,       1.3408e-07,     3.99e-06
       924, 50882.666,   0.0025,       1.7352e-06,       1.7352e-06,     1.59e-05,       1.2908e-07,       1.2908e-07,     4.16e-06
       925, 50937.631,   0.0025,       3.3886e-07,       3.3886e-07,     7.58e-06,       1.2244e-07,       1.2244e-07,     3.84e-06
       926, 50992.746,   0.0025,       1.8878e-07,       1.8878e-07,     5.47e-06,       1.3666e-07,       1.3666e-07,     4.19e-06
       927, 51047.859,   0.0025,       1.5446e-07,       1.5446e-07,     4.95e-06,       1.2119e-07,       1.2119e-07,     3.96e-06
       928, 51103.119,   0.0025,       1.5503e-07,       1.5503e-07,     4.99e-06,       1.3704e-07,       1.3704e-07,     4.11e-06
       929, 51158.135,   0.0025,       2.2473e-07,       2.2473e-07,     5.68e-06,       1.3752e-07,       1.3752e-07,     4.13e-06
       930, 51213.188,   0.0025,       8.5549e-08,       8.5549e-08,     3.78e-06,       1.3431e-07,       1.3431e-07,     3.97e-06
       931, 51268.263,   0.0025,       1.4134e-07,       1.4134e-07,     4.77e-06,       1.2251e-07,       1.2251e-07,     3.94e-06
       932, 51323.277,   0.0025,       8.1322e-08,       8.1322e-08,     3.67e-06,       1.2533e-07,       1.2533e-07,     3.94e-06
       933, 51378.526,   0.0025,       1.2199e-07,       1.2199e-07,     4.49e-06,       1.1942e-07,       1.1942e-07,     3.92e-06
       934, 51433.699,   0.0025,       1.1805e-07,       1.1805e-07,     4.32e-06,       1.1854e-07,       1.1854e-07,      3.9e-06
       935, 51488.758,   0.0025,       9.1596e-08,       9.1596e-08,     3.97e-06,       1.1723e-07,       1.1723e-07,     3.95e-06
       936, 51543.788,   0.0025,       1.2049e-07,       1.2049e-07,     4.51e-06,       1.1986e-07,       1.1986e-07,     3.78e-06
       937, 51599.025,   0.0025,       8.5542e-08,       8.5542e-08,     3.88e-06,       1.1395e-07,       1.1395e-07,     3.75e-06
       938, 51653.964,   0.0025,       1.4196e-07,       1.4196e-07,     4.84e-06,       1.2036e-07,       1.2036e-07,     3.82e-06
       939, 51709.054,   0.0025,       2.7501e-07,       2.7501e-07,     6.42e-06,       1.2538e-07,       1.2538e-07,        4e-06
       940, 51764.237,   0.0025,       3.3895e-07,       3.3895e-07,     7.61e-06,       1.1937e-07,       1.1937e-07,     3.75e-06
       941, 51819.077,   0.0025,       1.8863e-07,       1.8863e-07,     5.47e-06,       1.1415e-07,       1.1415e-07,     3.93e-06
       942, 51874.157,   0.0025,        1.392e-07,        1.392e-07,      4.7e-06,       1.1519e-07,       1.1519e-07,     3.95e-06
       943, 51929.131,   0.0025,        7.278e-08,        7.278e-08,      3.5e-06,       1.1738e-07,       1.1738e-07,     3.95e-06
       944, 51984.164,   0.0025,         8.21e-08,         8.21e-08,     3.82e-06,       1.2158e-07,       1.2158e-07,     3.97e-06
       945, 52039.306,   0.0025,       1.2441e-07,       1.2441e-07,     4.58e-06,       1.1576e-07,       1.1576e-07,     3.93e-06
       946, 52094.218,   0.0025,        1.964e-07,        1.964e-07,     5.79e-06,       1.2491e-07,       1.2491e-07,     4.04e-06
       947, 52149.242,   0.0025,       2.2586e-07,       2.2586e-07,     6.26e-06,       1.2753e-07,       1.2753e-07,     4.02e-06
       948, 52204.453,   0.0025,       1.6041e-07,       1.6041e-07,     5.14e-06,       1.3759e-07,       1.3759e-07,     4.33e-06
       949, 52259.664,   0.0025,       2.3077e-07,       2.3077e-07,     6.11e-06,       1.1884e-07,       1.1884e-07,     3.82e-06
       950, 52314.778,   0.0025,        3.103e-07,        3.103e-07,     7.15e-06,        1.311e-07,        1.311e-07,     3.99e-06
       951, 52369.765,   0.0025,       2.3558e-07,       2.3558e-07,     6.12e-06,       1.1597e-07,       1.1597e-07,      3.8e-06
       952, 52424.871,   0.0025,       1.1209e-07,       1.1209e-07,     4.33e-06,       1.1521e-07,       1.1521e-07,      3.8e-06
       953, 52479.905,   0.0025,       9.0319e-08,       9.0319e-08,      3.8e-06,       1.1939e-07,       1.1939e-07,     3.78e-06
       954, 52535.021,   0.0025,       7.1203e-08,       7.1203e-08,     3.48e-06,       1.2362e-07,       1.2362e-07,     3.77e-06
       955, 52590.222,   0.0025,        8.378e-08,        8.378e-08,     3.73e-06,        1.287e-07,        1.287e-07,        4e-06
       956, 52645.086,   0.0025,        4.463e-07,        4.463e-07,     8.29e-06,       1.3163e-07,       1.3163e-07,     4.01e-06
       957, 52700.145,   0.0025,       2.0016e-07,       2.0016e-07,      5.8e-06,       1.3375e-07,       1.3375e-07,     3.96e-06
       958, 52755.382,   0.0025,       1.9321e-07,       1.9321e-07,     5.77e-06,       1.3369e-07,       1.3369e-07,     4.03e-06
       959, 52810.535,   0.0025,       1.2424e-07,       1.2424e-07,     4.63e-06,       1.2609e-07,       1.2609e-07,     3.97e-06
       960, 52865.788,   0.0025,       8.3648e-08,       8.3648e-08,     3.77e-06,       1.3172e-07,       1.3172e-07,     4.06e-06
       961, 52920.658,   0.0025,       1.5378e-07,       1.5378e-07,     5.02e-06,       1.2976e-07,       1.2976e-07,        4e-06
       962, 52975.665,   0.0025,       2.0249e-07,       2.0249e-07,     5.81e-06,       1.3579e-07,       1.3579e-07,     4.18e-06
       963, 53030.789,   0.0025,       1.8952e-07,       1.8952e-07,     5.51e-06,       1.3229e-07,       1.3229e-07,     4.16e-06
       964, 53085.873,   0.0025,       4.1046e-07,       4.1046e-07,     7.82e-06,        1.175e-07,        1.175e-07,     3.97e-06
       965, 53140.935,   0.0025,       3.5349e-07,       3.5349e-07,     7.55e-06,       1.3187e-07,       1.3187e-07,     4.03e-06
       966, 53195.992,   0.0025,       5.6361e-07,       5.6361e-07,     8.82e-06,       1.3122e-07,       1.3122e-07,     4.14e-06
       967, 53251.165,   0.0025,       1.5195e-06,       1.5195e-06,     1.49e-05,        1.486e-07,        1.486e-07,     4.46e-06
       968, 53306.197,   0.0025,       3.4233e-06,       3.4233e-06,     2.28e-05,       1.8519e-07,       1.8519e-07,     5.11e-06
       969, 53361.289,   0.0025,       8.6068e-07,       8.6068e-07,     1.18e-05,       1.7335e-07,       1.7335e-07,     4.84e-06
       970, 53416.598,   0.0025,       1.8121e-07,       1.8121e-07,     5.58e-06,       1.5639e-07,       1.5639e-07,     4.55e-06
       971, 53471.681,   0.0025,        1.182e-07,        1.182e-07,     4.43e-06,       1.4274e-07,       1.4274e-07,     4.47e-06
       972, 53526.534,   0.0025,       9.3885e-08,       9.3885e-08,     4.14e-06,       1.3769e-07,       1.3769e-07,     4.15e-06
       973, 53581.706,   0.0025,         7.27e-08,         7.27e-08,     3.56e-06,       1.2958e-07,       1.2958e-07,     4.04e-06
       974, 53636.725,   0.0025,       5.9623e-08,       5.9623e-08,     3.16e-06,        1.259e-07,        1.259e-07,     4.11e-06
       975, 53691.843,   0.0025,        7.157e-08,        7.157e-08,     3.52e-06,       1.2292e-07,       1.2292e-07,     4.16e-06
       976, 53746.977,   0.0025,       5.7847e-08,       5.7847e-08,     3.12e-06,       1.2719e-07,       1.2719e-07,     4.18e-06
       977, 53801.915,   0.0025,       8.4566e-08,       8.4566e-08,     3.83e-06,       1.2637e-07,       1.2637e-07,     4.08e-06
       978, 53857.095,   0.0025,       7.5297e-08,       7.5297e-08,     3.42e-06,       1.1931e-07,       1.1931e-07,     3.93e-06
       979, 53912.176,   0.0025,       6.1054e-08,       6.1054e-08,     3.13e-06,       1.1847e-07,       1.1847e-07,     3.91e-06
       980, 53967.292,   0.0025,       8.9842e-08,       8.9842e-08,     3.75e-06,       1.1699e-07,       1.1699e-07,     3.82e-06
       981, 54022.419,   0.0025,        1.116e-07,        1.116e-07,     4.27e-06,       1.1663e-07,       1.1663e-07,     3.92e-06
       982, 54077.240,   0.0025,       9.0862e-08,       9.0862e-08,     3.79e-06,       1.1653e-07,       1.1653e-07,     3.92e-06
       983, 54132.359,   0.0025,       6.2338e-08,       6.2338e-08,      3.2e-06,       1.1894e-07,       1.1894e-07,     3.97e-06
       984, 54187.630,   0.0025,       6.5633e-08,       6.5633e-08,     3.35e-06,       1.1546e-07,       1.1546e-07,     3.81e-06
       985, 54242.763,   0.0025,       5.6409e-08,       5.6409e-08,     3.06e-06,       1.1705e-07,       1.1705e-07,      3.9e-06
       986, 54297.829,   0.0025,       1.0626e-07,       1.0626e-07,     4.07e-06,        1.181e-07,        1.181e-07,     3.76e-06
       987, 54352.942,   0.0025,        1.307e-07,        1.307e-07,     4.68e-06,       1.2714e-07,       1.2714e-07,     3.97e-06
       988, 54408.043,   0.0025,       6.8451e-08,       6.8451e-08,     3.34e-06,       1.2429e-07,       1.2429e-07,     3.92e-06
       989, 54463.334,   0.0025,       7.6259e-08,       7.6259e-08,      3.6e-06,       1.2771e-07,       1.2771e-07,     3.93e-06
       990, 54518.577,   0.0025,       8.7743e-08,       8.7743e-08,     3.89e-06,       1.1631e-07,       1.1631e-07,     3.77e-06
       991, 54573.545,   0.0025,        8.949e-08,        8.949e-08,     3.93e-06,       1.0942e-07,       1.0942e-07,     3.58e-06
       992, 54628.504,   0.0025,       1.4836e-07,       1.4836e-07,     4.91e-06,       1.1056e-07,       1.1056e-07,     3.74e-06
       993, 54683.666,   0.0025,       1.9394e-07,       1.9394e-07,     5.68e-06,       1.1653e-07,       1.1653e-07,      3.8e-06
       994, 54738.794,   0.0025,       2.4899e-07,       2.4899e-07,     6.28e-06,        1.169e-07,        1.169e-07,     3.83e-06
       995, 54793.906,   0.0025,        1.008e-06,        1.008e-06,     1.23e-05,       1.2817e-07,       1.2817e-07,     4.13e-06
       996, 54849.164,   0.0025,       4.2942e-07,       4.2942e-07,     8.62e-06,       1.3085e-07,       1.3085e-07,     4.27e-06
       997, 54903.973,   0.0025,       1.9402e-07,       1.9402e-07,     5.72e-06,       1.2458e-07,       1.2458e-07,     4.09e-06
       998, 54959.128,   0.0025,       2.2752e-07,       2.2752e-07,     5.85e-06,       1.2395e-07,       1.2395e-07,      3.9e-06
       999, 55014.193,   0.0025,       2.9568e-07,       2.9568e-07,     6.93e-06,        1.152e-07,        1.152e-07,     3.76e-06
      1000, 55069.200,   0.0025,       2.0585e-07,       2.0585e-07,     5.71e-06,       1.1839e-07,       1.1839e-07,     3.97e-06
