epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_B_f_mae,training_C_f_mae,training_psavg_f_mae,training_H_f_rmse,training_B_f_rmse,training_C_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_B_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_B_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
        66, 11048.693,    0.005,        0.0023516,       1.0655e-05,        0.0023622,      0.00122,      0.00181,      0.00101,            0,      0.00141,     0.000809,      0.00161,            0,      0.00198,       0.0012,      0.00371,     9.77e-05,        0.0011597,       2.0995e-07,          0.00116,     0.000742,      0.00127,     0.000646,            0,     0.000828,     0.000491,      0.00123,            0,      0.00131,     0.000847,     0.000565,     1.49e-05
        67, 11214.489,    0.005,        0.0024264,       4.8466e-06,        0.0024312,       0.0012,      0.00181,     0.000946,            0,      0.00143,     0.000792,      0.00158,            0,        0.002,      0.00119,      0.00247,     6.49e-05,        0.0011494,       1.8499e-07,        0.0011495,     0.000735,      0.00127,     0.000645,            0,     0.000816,     0.000487,      0.00122,            0,      0.00131,     0.000843,     0.000522,     1.37e-05
        68, 11381.404,    0.005,        0.0026322,       1.4133e-05,        0.0026463,      0.00129,      0.00192,        0.001,            0,      0.00155,      0.00085,      0.00162,            0,      0.00216,      0.00126,      0.00421,     0.000111,        0.0011428,        1.742e-07,        0.0011429,     0.000734,      0.00126,      0.00064,            0,     0.000819,     0.000486,      0.00122,            0,       0.0013,     0.000841,     0.000512,     1.35e-05
        69, 11550.438,    0.005,        0.0025281,       7.0293e-06,        0.0025351,      0.00125,      0.00188,     0.000959,            0,      0.00151,     0.000822,       0.0016,            0,       0.0021,      0.00123,      0.00295,     7.76e-05,        0.0011375,       1.7152e-07,        0.0011376,      0.00073,      0.00126,     0.000636,            0,     0.000814,     0.000483,      0.00122,            0,       0.0013,     0.000839,     0.000512,     1.35e-05
        70, 11717.138,    0.005,        0.0024391,       9.3861e-06,        0.0024484,      0.00122,      0.00185,      0.00094,            0,      0.00146,     0.000801,      0.00156,            0,      0.00207,      0.00121,      0.00352,     9.25e-05,        0.0011244,        1.789e-07,        0.0011246,     0.000725,      0.00125,     0.000633,            0,     0.000807,      0.00048,      0.00121,            0,      0.00129,     0.000834,     0.000522,     1.37e-05
        71, 11885.737,    0.005,        0.0021083,       9.1547e-06,        0.0021175,      0.00114,      0.00172,     0.000922,            0,      0.00134,     0.000754,      0.00154,            0,      0.00186,      0.00113,      0.00344,     9.05e-05,        0.0011094,       1.6035e-07,        0.0011095,     0.000719,      0.00125,     0.000627,            0,     0.000802,     0.000476,      0.00121,            0,      0.00128,     0.000829,     0.000489,     1.29e-05
        72, 12052.705,    0.005,        0.0022551,       9.6769e-06,        0.0022648,      0.00117,      0.00178,     0.000928,            0,      0.00138,      0.00077,      0.00155,            0,      0.00196,      0.00117,      0.00337,     8.88e-05,        0.0010993,       1.7267e-07,        0.0010994,     0.000711,      0.00124,     0.000622,            0,     0.000791,     0.000471,       0.0012,            0,      0.00127,     0.000825,     0.000507,     1.33e-05
        73, 12223.617,    0.005,        0.0030138,       1.4029e-05,        0.0030279,      0.00138,      0.00205,      0.00107,            0,      0.00165,     0.000909,      0.00174,            0,       0.0023,      0.00135,       0.0039,     0.000103,        0.0011054,       1.8455e-07,        0.0011055,     0.000719,      0.00124,     0.000632,            0,     0.000797,     0.000476,       0.0012,            0,      0.00128,     0.000827,     0.000528,     1.39e-05
        74, 12391.796,    0.005,         0.002355,       9.0755e-06,        0.0023641,      0.00119,      0.00182,     0.000938,            0,      0.00141,     0.000784,      0.00157,            0,      0.00201,      0.00119,      0.00334,      8.8e-05,        0.0010958,       1.5762e-07,        0.0010959,     0.000711,      0.00124,     0.000622,            0,     0.000791,     0.000471,       0.0012,            0,      0.00127,     0.000824,     0.000485,     1.28e-05
        75, 12559.219,    0.005,        0.0021588,       7.3167e-06,        0.0021661,      0.00113,      0.00174,      0.00089,            0,      0.00135,     0.000746,      0.00153,            0,      0.00191,      0.00115,      0.00286,     7.54e-05,        0.0010771,       1.6228e-07,        0.0010772,     0.000699,      0.00123,     0.000613,            0,     0.000776,     0.000463,      0.00119,            0,      0.00126,     0.000817,     0.000494,      1.3e-05
        76, 12725.870,    0.005,        0.0023703,       8.4259e-06,        0.0023787,      0.00121,      0.00182,     0.000927,            0,      0.00146,     0.000797,      0.00154,            0,      0.00204,      0.00119,      0.00325,     8.56e-05,        0.0010654,       1.6456e-07,        0.0010655,     0.000691,      0.00122,     0.000602,            0,     0.000771,     0.000458,      0.00119,            0,      0.00125,     0.000812,     0.000501,     1.32e-05
        77, 12893.321,    0.005,        0.0022109,       7.1279e-06,         0.002218,      0.00114,      0.00176,     0.000852,            0,       0.0014,     0.000749,      0.00148,            0,      0.00198,      0.00115,      0.00289,      7.6e-05,        0.0010568,       1.7047e-07,         0.001057,     0.000686,      0.00122,     0.000596,            0,     0.000768,     0.000455,      0.00118,            0,      0.00125,     0.000809,     0.000514,     1.35e-05
        78, 13059.645,    0.005,        0.0025826,       8.1368e-06,        0.0025907,      0.00123,       0.0019,     0.000918,            0,      0.00151,     0.000809,      0.00157,            0,      0.00216,      0.00124,      0.00298,     7.83e-05,        0.0010551,       1.4139e-07,        0.0010553,     0.000686,      0.00121,     0.000599,            0,     0.000764,     0.000454,      0.00118,            0,      0.00124,     0.000808,     0.000463,     1.22e-05
        79, 13226.332,    0.005,         0.002392,       7.3186e-06,        0.0023993,      0.00121,      0.00183,     0.000955,            0,      0.00144,     0.000798,      0.00157,            0,      0.00202,       0.0012,      0.00314,     8.28e-05,        0.0010496,       1.4494e-07,        0.0010498,     0.000685,      0.00121,     0.000596,            0,     0.000766,     0.000454,      0.00118,            0,      0.00124,     0.000806,      0.00045,     1.18e-05
        80, 13394.746,    0.005,        0.0021631,       1.1896e-05,         0.002175,      0.00112,      0.00174,     0.000912,            0,      0.00131,     0.000741,      0.00154,            0,       0.0019,      0.00115,      0.00402,     0.000106,        0.0010368,       1.4253e-07,        0.0010369,     0.000677,       0.0012,     0.000589,            0,     0.000756,     0.000448,      0.00117,            0,      0.00123,     0.000801,      0.00046,     1.21e-05
        81, 13560.999,    0.005,        0.0021325,       6.2764e-06,        0.0021387,      0.00111,      0.00173,     0.000856,            0,      0.00134,     0.000732,      0.00149,            0,      0.00192,      0.00114,      0.00272,     7.17e-05,        0.0010312,       1.4155e-07,        0.0010313,     0.000675,       0.0012,     0.000588,            0,     0.000752,     0.000447,      0.00117,            0,      0.00123,     0.000799,     0.000442,     1.16e-05
        82, 13726.972,    0.005,        0.0022814,       1.1679e-05,        0.0022931,      0.00119,      0.00179,     0.000918,            0,      0.00144,     0.000787,      0.00153,            0,      0.00199,      0.00117,      0.00394,     0.000104,        0.0010188,       1.5175e-07,         0.001019,     0.000668,      0.00119,     0.000583,            0,     0.000745,     0.000443,      0.00117,            0,      0.00122,     0.000795,     0.000476,     1.25e-05
        83, 13893.481,    0.005,         0.002085,        6.011e-06,         0.002091,      0.00112,      0.00171,     0.000883,            0,      0.00134,      0.00074,       0.0015,            0,      0.00188,      0.00112,      0.00282,     7.41e-05,        0.0010088,       1.4778e-07,         0.001009,     0.000659,      0.00119,     0.000575,            0,     0.000735,     0.000437,      0.00116,            0,      0.00121,     0.000791,     0.000472,     1.24e-05
        84, 14058.480,    0.005,        0.0020818,       6.2519e-06,        0.0020881,      0.00109,      0.00168,     0.000822,            0,      0.00132,     0.000715,      0.00145,            0,      0.00187,      0.00111,      0.00279,     7.33e-05,        0.0010013,       1.5686e-07,        0.0010015,     0.000654,      0.00118,      0.00057,            0,     0.000729,     0.000433,      0.00116,            0,      0.00121,     0.000788,     0.000489,     1.29e-05
        85, 14228.928,    0.005,        0.0022499,       6.8112e-06,        0.0022567,      0.00117,      0.00177,     0.000918,            0,      0.00139,     0.000769,      0.00155,            0,      0.00195,      0.00117,      0.00304,        8e-05,        0.0009991,       1.4087e-07,       0.00099924,     0.000656,      0.00118,     0.000572,            0,     0.000731,     0.000434,      0.00116,            0,       0.0012,     0.000787,      0.00046,     1.21e-05
        86, 14398.453,    0.005,        0.0020746,       5.1116e-06,        0.0020797,      0.00111,       0.0017,     0.000874,            0,      0.00133,     0.000734,      0.00149,            0,      0.00188,      0.00112,      0.00257,     6.77e-05,       0.00099131,       1.3497e-07,       0.00099144,     0.000653,      0.00118,     0.000572,            0,     0.000726,     0.000433,      0.00116,            0,       0.0012,     0.000784,     0.000443,     1.16e-05
        87, 14565.665,    0.005,        0.0022192,       5.8089e-06,         0.002225,      0.00116,      0.00176,      0.00089,            0,      0.00141,     0.000766,      0.00151,            0,      0.00196,      0.00116,      0.00262,      6.9e-05,       0.00098179,       1.4075e-07,       0.00098194,     0.000645,      0.00117,     0.000563,            0,     0.000718,     0.000427,      0.00115,            0,      0.00119,      0.00078,      0.00046,     1.21e-05
        88, 14732.774,    0.005,         0.002004,         9.37e-06,        0.0020134,      0.00108,      0.00167,     0.000858,            0,      0.00128,     0.000711,      0.00148,            0,      0.00183,       0.0011,      0.00349,     9.19e-05,       0.00097596,       1.4636e-07,       0.00097611,     0.000641,      0.00117,     0.000561,            0,     0.000713,     0.000425,      0.00115,            0,      0.00119,     0.000778,     0.000473,     1.24e-05
        89, 14895.987,    0.005,        0.0018846,       4.2771e-06,        0.0018888,      0.00101,      0.00162,     0.000788,            0,      0.00122,     0.000668,      0.00143,            0,      0.00178,      0.00107,      0.00234,     6.16e-05,       0.00096526,       1.3925e-07,        0.0009654,     0.000634,      0.00116,     0.000555,            0,     0.000705,      0.00042,      0.00114,            0,      0.00118,     0.000774,     0.000461,     1.21e-05
        90, 15059.219,    0.005,        0.0019221,       4.7277e-06,        0.0019268,      0.00107,      0.00164,     0.000815,            0,      0.00129,     0.000703,      0.00142,            0,      0.00182,      0.00108,      0.00242,     6.37e-05,        0.0009574,       1.2887e-07,       0.00095753,     0.000631,      0.00116,     0.000552,            0,     0.000703,     0.000418,      0.00114,            0,      0.00117,     0.000771,     0.000438,     1.15e-05
        91, 15222.005,    0.005,        0.0019198,       7.3284e-06,        0.0019271,      0.00107,      0.00164,     0.000851,            0,      0.00126,     0.000704,      0.00145,            0,      0.00179,      0.00108,      0.00286,     7.54e-05,       0.00094935,       1.2009e-07,       0.00094947,     0.000624,      0.00115,     0.000549,            0,     0.000692,     0.000414,      0.00114,            0,      0.00117,     0.000768,     0.000419,      1.1e-05
        92, 15385.243,    0.005,        0.0016401,       5.8519e-06,         0.001646,      0.00095,      0.00152,      0.00077,            0,      0.00111,     0.000627,      0.00138,            0,      0.00163,        0.001,       0.0028,     7.37e-05,       0.00093875,       1.3091e-07,       0.00093888,      0.00062,      0.00115,     0.000545,            0,     0.000688,     0.000411,      0.00113,            0,      0.00116,     0.000763,     0.000438,     1.15e-05
        93, 15548.073,    0.005,        0.0020753,       4.6098e-06,        0.0020799,      0.00109,       0.0017,     0.000839,            0,      0.00132,     0.000721,      0.00147,            0,      0.00189,      0.00112,       0.0025,     6.57e-05,       0.00093401,        1.287e-07,       0.00093414,     0.000617,      0.00114,     0.000544,            0,     0.000683,     0.000409,      0.00113,            0,      0.00115,     0.000762,     0.000439,     1.16e-05
        94, 15711.342,    0.005,        0.0022414,       6.2045e-06,        0.0022476,      0.00115,      0.00177,     0.000851,            0,      0.00143,     0.000759,      0.00146,            0,        0.002,      0.00116,      0.00286,     7.52e-05,       0.00094039,       1.5044e-07,       0.00094054,      0.00062,      0.00115,      0.00054,            0,     0.000692,      0.00041,      0.00113,            0,      0.00116,     0.000764,     0.000479,     1.26e-05
